,review_text,verified_purchase
1553,gentl kind version within persil comfort rang bundl pack practic suggest offer good valu compar individu retail price x wash persil x wash comfort make fabric soften effect free rememb persil non biolog laundri deterg choic brand grew one irrit eczema allergi prone sever member famili pleasant overli domin scent fluid formul mean even cold wash comfort highli concentr version quit small bottl real life bottl rather smaller photo make appear relat persil repres poor valu wash worth wash worth regardless size contain come small size good job keep packag materi,False
1554,good buy smell lush,True
1555,persil non bio mani year chang brand specif babi eight year ago bit homecom realli like flip top open smoothli pour dispens ball much easier crosscut design usual brand requir fair amount pressur never problem well persil clean chang machin load babi cloth togeth stain muslin bed came spotless addit comfort pure condition laundri soft smell love also perform well gener wash decid go back persil non bio frustrat free dispens perform well kind made wonder ever left brand first place,False
1556,regularli comfort intens condition fuscia scent one favourit tri fresh sky one nice fuscia one beauti scent last long time along match scent pearl half cap along normal deterg dri incred dreami scent realli last smell subtli open wardrob love bumper box good way buy bulk go supermaket look special offer highli recommend best condition tri,False
1557,although biolog deterg gener effect non bio version version persil work well enough babi wear normal soil cloth older peopl sensit handi pack includ two bottl persil non bio liquid deterg wash size one comfort pure fabric condition wash size decent valu eleven pound current amazon two non biolog dermatolog test endors british foundat develop especi kind sensit babi good clean power non biolog wash deterg soft safe condit well worth tri littl one cloth sensit,False
1558,laundri set excel valu like smell persil realli fresh strong cloth retain clean scent comfort soften effect would recommend famili young kid,False
1559,great money save subscript,True
1560,current price work p per wash consid price label fabric condition good valu okay buy box enough storag space way go pleasant scent good size though hous bigger bottl claim wash per bottl recommend cap admit slightli okay label stuff cheaper come larger size tend bit wash,False
1561,bulk buy intens version seem way get true valu money unless spot deal follow bottl instruct half cap measur enough get job done properli scent love realli seem last well even time wash pleas overal would probabl get standard comfort default offer treat perhap even better bigger bottl get money,False
1562,easi conveni leav laundri fresh clean,True
1563,averag good l oreal half price ok noth special like seem think,True
1564,sure live hype comfort clearli lead brand market leader want fabric softer inspir confid person fabric soften towel certainli seem lead soft nice fragranc valu money excel definit better cheaper brand work smell harsh,False
1565,big babi still realli sensit son also sensit persil non bio visit never found fabric condition certifi british foundat comfort pure excel famili due visit last week freshli launder bed wash well felt nice soft subtl scent pleasant set great valu highli recommend,False
1566,one favourit alway feel like stop get shop normal prize see deal buzz keep partner go cloth smell amaz happi,True
1567,tradit comfort love fresh fragranc alway condition gave gift cloth linger fresh subtl aroma,False
1568,great thank,True
1569,alway wash,True
1570,clearli latest variat comfort address environment concern plastic wast highli concentr come smaller bottl recycl reduc packag transport cost commend concentr sens fact detect scent even open bottl breath deepli overpow howev dilut form half cap per load add pleasant attract floweri aroma cloth scent matter tast like wash feel soft pleasant though alreadi regular comfort user form repres good valu qualiti want lessen impact environ albeit smallest way someth,False
1571,good,True
1572,great valu money love,True
1573,love stuff long last smell gentl dog bed allergi,True
1574,three pack lynx shower gel decent larg size,True
1575,eat marmit nearli year alway gram jar cupboard tri butter toast mucki fat pork drip brown jelli toast sandwich chees slice tomato slice boil egg put toast bean toast add coupl teaspoon mug hot water tasti drink good stew casserol mix butter bake potato definit love hate thing love alway take holiday think avail wherev go,False
1576,nice bargain make hair smell love smooth,True
1577,comfort alway go brand fabric soften come across fragranc compact rang open bottl fragranc quit strong concern go overpow cloth due fact need small amount fragranc actual quit subtl wash complet cloth love soft ha reaction excema prone anoth hit comfort,False
1578,good,True
1579,x ml comfort intens laundri condition liquid form give wash make bottl found sale give save howev found wash would make expens worth check around price like sometim give extra wash fresh smell softer wash well worth thing recommend check price etc buy,False
1580,good,True
1581,thank,True
1582,good price,True
1583,expect,True
1584,receiv damag,True
1585,got fake thin see smell,True
1586,bit worri call intens might leav overpow scent laundri want walk around smell fabric condition thank like scent leav fresh quit subtl dri linger around without pervas fresh sky fragranc appeal chemic like fruiti floral mix suit household item cloth thing like towel bed linen left soften fresh smell appreci small bottl size concentr liquid less environment impact think concentr liquid less effect soften dilut liquid look best soften consid full size bottl prefer subtl soften effect fresh fragranc concentr version great buy,False
1587,rd time order shampoo smell good content bottl thick liquidi feel like velvet actual hair feel softer chose shampoo,True
1588,current sell price compar supermarket good smell pleasant need add small amount get cloth smell fresh,False
1589,bare get wash valu money,True
1590,although bottl ml condition concentr half capful time mean get wash per bottl bottl made recycl plastic turn recycl though sleev bonu fuchsia smell pleasant cloth end nice soft warn keep solut away children eye common sens anyway highli recommend,False
1591,good qualiti,True
1592,sent g pop noodl instead advertis g pop noodl king,True
1593,keep dri smell good,True
1594,good price,True
1595,great valu,True
1596,love smell overpow last week machin wear,True
1597,love,True
1598,separ condition year wash day seem realis much scent boost separ fabric condition deliv much actual soften wash bottl ad state come compact box tbh could deliv rather place amazon box paper wrap packag includ empti bottl recycl wast liquid top bottl well design minimis spillag pour need half cap recommend went littl gush liquid larg spout dri indoor today due weather whole hous smell realli impress even bottl rather state good valu money also like small bottl mean store lower shelf heavier item rather risk sink shelv collaps ye happen squeez bottl hard made recycl plastic littl flimsi feel,False
1599,work well,True
1600,great valu plenti wash,True
1601,tradit scent fabric condit expert comfort pack highli concentr need place much condition tray effect bottl made recycl plastic recycl nice set bottl,False
1602,comfort intens nice fresh fragranc although recommend quit strong bottl nice size easi store cupboard although look small get lot wash bottl leav fabric softer good stuff wash regularli like towel highli recommend,False
1603,love retain qualiti one expect well known maker leav cloth feel soft smell fresh concept ultra concentr new recal one year ago tetra type pack mayb public readi innov contain made recycl plastic fantast refil also recycl sleev disappoint hope refil pack cardboard style pack though fulli recycl glad dose counter seem much less would easi put much half sensit fine us found hard read small print wrapper even magnif glass see anyth say test anim anim make although food issu import mani whilst provid detail headquart offic actual say produc think would help know mani peopl includ would prefer buy made countri sale reduc carbon footprint littl torn wash powder liquid comfort soften combin help think cut packag carbon footprint better valu howev separ comfort soften make cloth smell love,False
1604,multi pack eight bottl fabric soften typic larg size bottl bonu cumbersom tricki store half height fit better storag area kitchen soften strong overpow floral smell cloth come wash notic softer compar without line dri wash nice addit laundri routin,False
1605,famili sensit perfum base soften caus havoc work brill big small babi alik,True
1606,good,True
1607,great qualiti super fast deliveri,True
1608,standard comfort fabric condition brand buy regularli concentr version quit impress ml measur requir modest laundri load econom effect standard scent pleasant last check around wide price bottl pack current work cheaper local supermarket happi result,False
1609,suppos smell fresh clean,True
1610,great smell,True
1611,good valu,True
1612,gorgeou smell fabul valu thing hike price bought buy buyer,True
1613,good bundl condition realli good love scent condition laundri come clean smell lush abl buy bulk great make cost effect make sure alway enough hous essenti hous teenag wash machin never great great scent great job great valu love,False
1614,arriv cut lid bin,True
1615,brilliant offer gorgeou smell,True
1616,love bargain buy,True
1617,great money,True
1618,like lot soft wash cloth seem remark pleasant touch feel specifi quantiti per wash smaller condition mean smaller bottl give plenti wash less like seem rather light scent advis quantiti like scent fabric condition get less conclus decent seem work well recommend,False
1619,clean clean nice,True
1620,love one,True
1621,purchas offer howev kind shock see small know concentr realli concentr big litr concentr consid full price big tub much cheaper imo,True
1622,good purchas deliveri,True
1623,great price excel valu wish smell price,True
1624,found two bottl found shin becom quit dri stop,True
1625,persin non bio wash liquid time far best wash liquid sensit suffer eczema tri sort sensit wash liquid powder persil without doubt best comfort add littl bit soften whole mix make cloth softer thu easier wear remov littl bit stiff irrit sensit,False
1626,bought like bought,False
1627,best night cream ever sensit dri slightli oili zone leav moisturis soft rich littl goe alobg way especi hot summer night fragranc ingredi fab anyon matur,False
1628,love ive long time recommend everyon,False
1629,love part esenti bodi face hand moistur make soft time shower feel tens littl,False
1630,love scrub actual feel though scrub bead actual bead like scrub wonder bead smell ok term get rid dead prepar sink get full benefit fantast scrub year know come close price fab scrub week good need sensit never problem long shelf keep buy best scrub,False
1631,deodour month longer sweat year swear control day would sweat sever layer found arkward situat confid back feel confid wear tighter fit cloth pleas tri must give day kick make massiv differ life,False
1632,like lot kind moistur lip make eye work well,False
1633,love radox crazi iv got one find yellow one,False
1634,brought year ago love went get find happi find perfect work well get love soft feel dri hair rather dri brittl love would recommend anyon buy found,False
1635,vaselin one mani origin scent non exist smell also overpow scent like unscent found vaselin much often becam mom gentl feel comfort kid gentl,False
1636,great exfoli properti fluff end everywher wear dark colour cloth go make like dandruff,False
1637,bought recent love smell make face feel clean soft refresh,False
1638,oh say everyday part bodi moistur makeup remov etc ever night lash eyebrow,False
1639,love vaselin soft feel love fact multipl much improv good price rang,False
1640,dri lip think flaki dri tri mani varieti chapstick came back vaselin thing leav feel hydrat healthi chapstick would dri even vaselin jot,False
1641,alway great versatil lip elbow knee heel econom,False
1642,amaz cant rate enough got gift stop smell scent absolut amaz exfoli amaz feel soft stop wont brand x,False
1643,time howev sinc newer one came round design never wear anymor sinc irrit like crazi go red dri,False
1644,tri shampoo alway l oreal elviv colour hair want chang soon realiz made mistak shampoo silicon went hairdress usual appoint colour cut hairdress ask shampoo hair bad condit hair strip colour tresemm heat defenc spray year never problem shame shampoo good,False
1645,amaz cant rate enough got gift stop smell scent absolut amaz exfoli amaz feel soft stop wont brand x,False
1646,luxuri cream love smell gave bodi love glow someon comment let know put face,False
1647,impress tan lotion sticki could bear feel sticki bodi long shower lotion would taken long dri recommend,False
1648,great exfoli properti fluff end everywher wear dark colour cloth go make like dandruff,False
1649,drink tea long time latest deliveri tast differ like tast thought go tea chang differ tea still favourit drink,False
1650,bought friend love smell never normal fabric condition go back x,False
1651,one best shower soap ever loveliest smell imagin highli recommend,False
1652,time favourit soften never smelt anyth nice last long time happi custom,False
1653,buy veg stock cube big batch week bought strong flavour sure bland recip good need look start look elsewher,False
1654,love year smell love start end,False
1655,one favourit scent howev recent notic condition longer pink colour scent dramat chang someon pleas explain disappoint,False
1656,normal buy persil colour powder seem unavail decid tri impress got wash reason clean remov stain babi nappi cream smell unpleas overpow even extra rins fabric condition need powder tab cloth dri cardboard hard creas buy,False
1657,soften forev colour chang smell nice happen,False
1658,great ever alway soup best anyon,False
1659,sinc discov smell never chang got shop week differ smell shame favourit say new fragranc blend broke fix,False
1660,bring bk surf gem good vaul money easi,False
1661,wife love good shower gel one say leav super soft littl squeez whole bodi smell incred,False
1662,bought daughter,True
1663,feel like dilut peopl prefer mild scent love fabric condition,True
1664,lot realli good surprisingli cheap,True
1665,good,True
1666,say protect hair blow dri,True
1667,worth money excel well packag,True
1668,realli good price,True
1669,fine littl process hair long problem extra bodi dri caus frizz serum make flat lank first style spray done either protect dri also give nice bounc style wish found long time ago highli recommend anyon heat style hair,True
1670,oddli enough felt like unblock gradual day pleas,True
1671,realli good size make cloth smell nice,True
1672,excel valu,True
1673,nice say,True
1674,smell great,True
1675,spell nice cleaner good,True
1676,great,True
1677,last year pack great valu,True
1678,smell nice minut work sever past week bo never brand stuck can,False
1679,smell love,True
1680,ad recent amazon pantri order good offer price great lamin tile floor leav nice subtl streak free shine love fresh scent seem last day clean,False
1681,well love whole famili henc purchas,True
1682,normal complain look like cut lid bin,True
1683,love great hair,True
1684,love stuff liter clean anyth,True
1685,bought prime food packag good hellmann alway,True
1686,pack good l actual consum,True
1687,shine well clean,True
1688,would wash without,True
1689,smell realli nice would buy,True
1690,describ,True
1691,nice scent larg bottl seem last base smallest dosag recommend cloth long last scent notic softer noth market statement believ worthwhil purchas,True
1692,great,True
1693,said bottl,True
1694,alway one price great,True
1695,might suitabl sensit one keep scent long time even beat lenor intens imho also one keep scent week,True
1696,good,True
1697,famili like,True
1698,spray everi time dri hair protect beauti help style love scent overpow,True
1699,pleas aroma launder cloth ect valu money,True
1700,tast fine,False
1701,melt easili sauc overli salti,False
1702,disappoint size seem small ice cream funni textur melt mouth substanc flavour cone delici crispi although chocol bottom like origin cornetto wont buy prefer new vegan magnum,False
1703,would good point cif test anim nope,False
1704,quit happili buy instead usual cornetto flavour great ice cream textur differ realli good cone quit nice classic cornetto still tasti,False
1705,grandchildren love lolli unfortun prefer green one go first would even better sold packet lime flavour,False
1706,sinc real thing welcom treat,False
1707,love shower gel great sensit pleasant fragranc lather nice,False
1708,im coeliac intoler cow milk huge sweet tooth ive found amaz vegan ice cream altern ocado sell number delici one also love tesco gluten dairi free cornetto howev super excit tri especi amaz review top cover nut chocol cone thick crispi howev none bit quit enough hide aw tast ice cream cant even describ bland flavour aw one creami ice cream like like frozen whip soya milk remov flavour enjoy eat chocol nut part cone cring way ice cream part cant understand rave review vegan magnum howev spot delici,False
1709,dissapoint capsul previou version ultra two compart great capsul dissolv complet without leav trace leav small white trail dark cloth,False
1710,find wipe get make easili far superior wipe alon,False
1711,great tast gluten free vegan palm oil highli recommend,False
1712,excit purchas react usual dairi brand cone love ice cream nice enough feel treat creami feel textur ice cream near enough eat enjoy without reaction littl smaller full size cornetto ok keep calori would like choc lump bottom cone alreadi order second box,False
1713,amaz like origin cornetto vegan im realli impress,False
1714,whole famili love bovril daili toast morn year old love alway ask,False
1715,content bottl love howev tri get squeezi bottl challeng strength endur buy helmann light mayo never bottl want risk bone tendon break tri get content bottl,False
1716,tast great cannot cant tell vegan,False
1717,realli pleas vegan cornetto last close dairi version gluten intoler cone great know gluten free happi,False
